tag,old_class,category,Australian standard
Financial Markets,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Financial Markets,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Financial Markets,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Financial Markets,社会科学,社会科学,DIVISION 20 LANGUAGE
Financial Markets,社会科学,社会科学,COMMUNICATION AND CULTURE
Financial Markets,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Financial Markets,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
migrant,社会科学,社会科学,DIVISION 14 ECONOMICS
migrant,社会科学,社会科学,DIVISION 13 EDUCATION
migrant,社会科学,社会科学,DIVISION 15 COMMERCE
migrant,社会科学,社会科学,MANAGEMENT
migrant,社会科学,社会科学,TOURISM AND SERVICES
migrant,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
migrant,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
migrant,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
migrant,社会科学,社会科学,DIVISION 20 LANGUAGE
migrant,社会科学,社会科学,COMMUNICATION AND CULTURE
migrant,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
migrant,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Imaging techniques,计算机,计算机,DIVISION 08 INFORMATION AND COMPUTING SCIENCES
Imaging techniques,计算机,计算机,DIVISION 10 TECHNOLOGY
Cryptography,计算机,计算机,DIVISION 08 INFORMATION AND COMPUTING SCIENCES
Cryptography,计算机,计算机,DIVISION 10 TECHNOLOGY
Sex Characteristics,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Sex Characteristics,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
catchment,农林牧渔,农林牧渔,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES
Psychological Stress,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Psychological Stress,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Income Tax,社会科学,社会科学,DIVISION 14 ECONOMICS
Income Tax,社会科学,社会科学,DIVISION 13 EDUCATION
Income Tax,社会科学,社会科学,DIVISION 15 COMMERCE
Income Tax,社会科学,社会科学,MANAGEMENT
Income Tax,社会科学,社会科学,TOURISM AND SERVICES
Income Tax,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Income Tax,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Income Tax,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Income Tax,社会科学,社会科学,DIVISION 20 LANGUAGE
Income Tax,社会科学,社会科学,COMMUNICATION AND CULTURE
Income Tax,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Income Tax,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
violence,社会科学,社会科学,DIVISION 14 ECONOMICS
violence,社会科学,社会科学,DIVISION 13 EDUCATION
violence,社会科学,社会科学,DIVISION 15 COMMERCE
violence,社会科学,社会科学,MANAGEMENT
violence,社会科学,社会科学,TOURISM AND SERVICES
violence,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
violence,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
violence,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
violence,社会科学,社会科学,DIVISION 20 LANGUAGE
violence,社会科学,社会科学,COMMUNICATION AND CULTURE
violence,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
violence,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
political economy,社会科学,社会科学,DIVISION 14 ECONOMICS
political economy,社会科学,社会科学,DIVISION 13 EDUCATION
political economy,社会科学,社会科学,DIVISION 15 COMMERCE
political economy,社会科学,社会科学,MANAGEMENT
political economy,社会科学,社会科学,TOURISM AND SERVICES
political economy,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
political economy,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
political economy,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
political economy,社会科学,社会科学,DIVISION 20 LANGUAGE
political economy,社会科学,社会科学,COMMUNICATION AND CULTURE
political economy,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
political economy,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
expert,社会科学,社会科学,DIVISION 14 ECONOMICS
expert,社会科学,社会科学,DIVISION 13 EDUCATION
expert,社会科学,社会科学,DIVISION 15 COMMERCE
expert,社会科学,社会科学,MANAGEMENT
expert,社会科学,社会科学,TOURISM AND SERVICES
expert,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
expert,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
expert,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
expert,社会科学,社会科学,DIVISION 20 LANGUAGE
expert,社会科学,社会科学,COMMUNICATION AND CULTURE
expert,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
expert,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
producer,社会科学,社会科学,DIVISION 14 ECONOMICS
producer,社会科学,社会科学,DIVISION 13 EDUCATION
producer,社会科学,社会科学,DIVISION 15 COMMERCE
producer,社会科学,社会科学,MANAGEMENT
producer,社会科学,社会科学,TOURISM AND SERVICES
producer,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
producer,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
producer,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
producer,社会科学,社会科学,DIVISION 20 LANGUAGE
producer,社会科学,社会科学,COMMUNICATION AND CULTURE
producer,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
producer,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
methodology,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
Elasticity,社会科学,社会科学,DIVISION 14 ECONOMICS
Elasticity,社会科学,社会科学,DIVISION 13 EDUCATION
Elasticity,社会科学,社会科学,DIVISION 15 COMMERCE
Elasticity,社会科学,社会科学,MANAGEMENT
Elasticity,社会科学,社会科学,TOURISM AND SERVICES
Elasticity,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Elasticity,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Elasticity,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Elasticity,社会科学,社会科学,DIVISION 20 LANGUAGE
Elasticity,社会科学,社会科学,COMMUNICATION AND CULTURE
Elasticity,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Elasticity,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Corruption,社会科学,社会科学,DIVISION 14 ECONOMICS
Corruption,社会科学,社会科学,DIVISION 13 EDUCATION
Corruption,社会科学,社会科学,DIVISION 15 COMMERCE
Corruption,社会科学,社会科学,MANAGEMENT
Corruption,社会科学,社会科学,TOURISM AND SERVICES
Corruption,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Corruption,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Corruption,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Corruption,社会科学,社会科学,DIVISION 20 LANGUAGE
Corruption,社会科学,社会科学,COMMUNICATION AND CULTURE
Corruption,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Corruption,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
green tea,农林牧渔,农林牧渔,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES
Peers,社会科学,社会科学,DIVISION 14 ECONOMICS
Peers,社会科学,社会科学,DIVISION 13 EDUCATION
Peers,社会科学,社会科学,DIVISION 15 COMMERCE
Peers,社会科学,社会科学,MANAGEMENT
Peers,社会科学,社会科学,TOURISM AND SERVICES
Peers,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Peers,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Peers,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Peers,社会科学,社会科学,DIVISION 20 LANGUAGE
Peers,社会科学,社会科学,COMMUNICATION AND CULTURE
Peers,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Peers,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Vitamin B Complex,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Vitamin B Complex,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Obesity,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Obesity,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Income,社会科学,社会科学,DIVISION 14 ECONOMICS
Income,社会科学,社会科学,DIVISION 13 EDUCATION
Income,社会科学,社会科学,DIVISION 15 COMMERCE
Income,社会科学,社会科学,MANAGEMENT
Income,社会科学,社会科学,TOURISM AND SERVICES
Income,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Income,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Income,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Income,社会科学,社会科学,DIVISION 20 LANGUAGE
Income,社会科学,社会科学,COMMUNICATION AND CULTURE
Income,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Income,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
canopy,农林牧渔,农林牧渔,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES
repetitive sequences,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
repetitive sequences,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Fatty Acid-Binding Proteins,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Fatty Acid-Binding Proteins,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Gene expression,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Gene expression,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Sports Medicine,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Sports Medicine,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
ecosystem services,环境科学,环境科学,DIVISION 05 ENVIRONMENTAL SCIENCES
Jordan,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
Assays,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Assays,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
health,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
health,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
public participation,社会科学,社会科学,DIVISION 14 ECONOMICS
public participation,社会科学,社会科学,DIVISION 13 EDUCATION
public participation,社会科学,社会科学,DIVISION 15 COMMERCE
public participation,社会科学,社会科学,MANAGEMENT
public participation,社会科学,社会科学,TOURISM AND SERVICES
public participation,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
public participation,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
public participation,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
public participation,社会科学,社会科学,DIVISION 20 LANGUAGE
public participation,社会科学,社会科学,COMMUNICATION AND CULTURE
public participation,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
public participation,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Logistics,交通运输,交通运输,DIVISION 15 COMMERCE
Logistics,交通运输,交通运输,MANAGEMENT
Logistics,交通运输,交通运输,TOURISM AND SERVICES
Gene Expression,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Gene Expression,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
UNESCO,社会科学,社会科学,DIVISION 14 ECONOMICS
UNESCO,社会科学,社会科学,DIVISION 13 EDUCATION
UNESCO,社会科学,社会科学,DIVISION 15 COMMERCE
UNESCO,社会科学,社会科学,MANAGEMENT
UNESCO,社会科学,社会科学,TOURISM AND SERVICES
UNESCO,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
UNESCO,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
UNESCO,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
UNESCO,社会科学,社会科学,DIVISION 20 LANGUAGE
UNESCO,社会科学,社会科学,COMMUNICATION AND CULTURE
UNESCO,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
UNESCO,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Torsades de Pointes,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Torsades de Pointes,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Decapoda,环境科学,环境科学,DIVISION 05 ENVIRONMENTAL SCIENCES
Group Homes,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
Masks,电工技术,电工技术,DIVISION 10 TECHNOLOGY
Medical imaging,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Medical imaging,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Recurrent neural networks,计算机,计算机,DIVISION 08 INFORMATION AND COMPUTING SCIENCES
Recurrent neural networks,计算机,计算机,DIVISION 10 TECHNOLOGY
Cancer Survivors,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Cancer Survivors,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
communications,电子通信,电子通信,DIVISION 08 INFORMATION AND COMPUTING SCIENCES
communications,电子通信,电子通信,DIVISION 10 TECHNOLOGY
Costs and Cost Analysis,社会科学,社会科学,DIVISION 14 ECONOMICS
Costs and Cost Analysis,社会科学,社会科学,DIVISION 13 EDUCATION
Costs and Cost Analysis,社会科学,社会科学,DIVISION 15 COMMERCE
Costs and Cost Analysis,社会科学,社会科学,MANAGEMENT
Costs and Cost Analysis,社会科学,社会科学,TOURISM AND SERVICES
Costs and Cost Analysis,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Costs and Cost Analysis,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Costs and Cost Analysis,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Costs and Cost Analysis,社会科学,社会科学,DIVISION 20 LANGUAGE
Costs and Cost Analysis,社会科学,社会科学,COMMUNICATION AND CULTURE
Costs and Cost Analysis,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Costs and Cost Analysis,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
reform,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
Labour Party,社会科学,社会科学,DIVISION 14 ECONOMICS
Labour Party,社会科学,社会科学,DIVISION 13 EDUCATION
Labour Party,社会科学,社会科学,DIVISION 15 COMMERCE
Labour Party,社会科学,社会科学,MANAGEMENT
Labour Party,社会科学,社会科学,TOURISM AND SERVICES
Labour Party,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Labour Party,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Labour Party,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Labour Party,社会科学,社会科学,DIVISION 20 LANGUAGE
Labour Party,社会科学,社会科学,COMMUNICATION AND CULTURE
Labour Party,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Labour Party,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
sediment,环境科学,环境科学,DIVISION 05 ENVIRONMENTAL SCIENCES
frogs,农林牧渔,农林牧渔,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES
trial,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
trial,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
manuka honey,农林牧渔,农林牧渔,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES
livestock,农林牧渔,农林牧渔,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES
First World War,社会科学,社会科学,DIVISION 14 ECONOMICS
First World War,社会科学,社会科学,DIVISION 13 EDUCATION
First World War,社会科学,社会科学,DIVISION 15 COMMERCE
First World War,社会科学,社会科学,MANAGEMENT
First World War,社会科学,社会科学,TOURISM AND SERVICES
First World War,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
First World War,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
First World War,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
First World War,社会科学,社会科学,DIVISION 20 LANGUAGE
First World War,社会科学,社会科学,COMMUNICATION AND CULTURE
First World War,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
First World War,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
parliament,社会科学,社会科学,DIVISION 14 ECONOMICS
parliament,社会科学,社会科学,DIVISION 13 EDUCATION
parliament,社会科学,社会科学,DIVISION 15 COMMERCE
parliament,社会科学,社会科学,MANAGEMENT
parliament,社会科学,社会科学,TOURISM AND SERVICES
parliament,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
parliament,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
parliament,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
parliament,社会科学,社会科学,DIVISION 20 LANGUAGE
parliament,社会科学,社会科学,COMMUNICATION AND CULTURE
parliament,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
parliament,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Resources,环境科学,环境科学,DIVISION 05 ENVIRONMENTAL SCIENCES
sensory properties,化工能源,化工能源,DIVISION 03 CHEMICAL SCIENCES
sensory properties,化工能源,化工能源,DIVISION 02 PHYSICAL SCIENCES
Biometrics,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Biometrics,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
cultural identity,社会科学,社会科学,DIVISION 14 ECONOMICS
cultural identity,社会科学,社会科学,DIVISION 13 EDUCATION
cultural identity,社会科学,社会科学,DIVISION 15 COMMERCE
cultural identity,社会科学,社会科学,MANAGEMENT
cultural identity,社会科学,社会科学,TOURISM AND SERVICES
cultural identity,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
cultural identity,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
cultural identity,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
cultural identity,社会科学,社会科学,DIVISION 20 LANGUAGE
cultural identity,社会科学,社会科学,COMMUNICATION AND CULTURE
cultural identity,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
