ATM ID,Category,Description,Title,_id
Tender 4 06/11,Disease prevention and control,To develop a suite of quality consumer information materials to raise the level of awareness of the risk of deep vein thrombosis and pulmonary embolism in hospitalised patients and the use of appropriate preventive measures,Consumer Information on VTE prevention,6162aa1fe1b7f5c73e6fe1fb
FIN06/APP07,Education and Training Services,The purpose of this notification is to inform you of the changes to the Department of Finance and Administrationýs Annual Procurement Plan 2006-07.,Update to Annual Procurement Plan,6162aa1fe1b7f5c73e6fe1fc
FIN06/CRP014,Education and Training Services,Appointment of a Higher Education Provider(s) to deliver Postgraduate and Undergraduate study courses to the Department of Finance and Administration,Appointment of a Higher Education Provider(s) to deliver Postgraduate and Undergraduate study courses to the Department of Finance and Administration,6162aa1fe1b7f5c73e6fe1fd
DMH 02/06,Specialised educational services,"The Defence Health Service Division (DHSD), through the Directorate of Mental Health (DMH) coordinates the development and delivery of a comprehensive mental health strategy for the Australian Defence Force (ADF).",ADF Mental Health Strategy Training Coordinator,6162aa1fe1b7f5c73e6fe1fe
RFT CON ADHQ 11/2006,Education and Training Services,"The aim of the course will be to provide Strategy Executive personnel with the background, knowledge and skills required for the development of quality strategic polcy.",Strategic Policy Short Course,6162aa1fe1b7f5c73e6fe1ff
030/0607DEH,Environmental Services,Industry consultation and report providing comprehensive historical information on the used oil recycling industry for the past financial year.,Market Snapshot of Australia`s Used Oil Recycling Industry,6162aa1fe1b7f5c73e6fe200
NMAT060707,Management advisory services,Brief Development and feasibility studies relating to Collection storage accommodation.,Brief Development & Feasibility study relating to Collection Storage Accommodation,6162aa1fe1b7f5c73e6fe201
VHC 2006/04,Management advisory services,"This RFT invites tenders from suitably qualified organisations to conduct an independent review of the VHC program with a view to determining how the program can continue to meet the needs of veterans in terms of quality of life, independence and health.",Review of Veterans` Home Care (VHC) Program,6162aa1fe1b7f5c73e6fe202
AIR-06/07-02,Management advisory services,Research consultancy with the primary aim of developing a better understanding of the needs of both current and potential users of the Australian Industrial Relations Commission,Industrial Relations Research Consultancy,6162aa1fe1b7f5c73e6fe203
035/0607DEH,Pollutants tracking and monitoring and rehabilitation services,"The Department of the Environment and Heritage invites tenders from individuals, organisations or consortia to study the emissions from light duty petrol vehicles.",Second National In-Service Emissions Study (NISE 2) - light duty petrol vehicle emissions testing,6162aa1fe1b7f5c73e6fe204
038/06,Crop production and management and protection,"The CAVAC Program will address in an integrated and flexible fashion the key constraints in the agriculture sector related to the production, distribution and marketing processes (the ""value chain"") in rice-based farming systems.",Cambodia Agriculture Value Chain (CAVAC) Program,6162aa1fe1b7f5c73e6fe205
06/1523,Education and Training Services,Provision of Facilitation Services under a Standing Offer Panel Arrangement,Facilitation Services,6162aa1fe1b7f5c73e6fe206
DAFF 81/06,Education and Training Services,Request for Tender for the provision of services to design and deliver a leadership skills development course.,RFT for the provision of services to Design and Deliver a Leadership Skills Development Course,6162aa1fe1b7f5c73e6fe207
RFT PRN 12053,Specialised educational services,Request for Tender for the provision of a Consultancy to evaluate and report on the Yachad Accelerated Learning Project  ,Yachad Accelerated Learning Project,6162aa1fe1b7f5c73e6fe208
RFT PRN12377,Specialised educational services,This tender is for the provision of consultancy services for the initial phase of Stage 1 of the review of the Higher Education Support Act 2003,Consultancy for the initial phase of Stage 1 of the review of the Higher Education Support Act,6162aa1fe1b7f5c73e6fe209
041/06,Educational institutions,"The Chief Executive Officer of the Australia-Pacific Technical College (APTC) will be based in Suva, Fiji. Under the direction of AusAID, the CEO, together with the directors of the five APTC schools, will form the senior management team of the college.",Australia-Pacific Technical College - Chief Executive Officer,6162aa1fe1b7f5c73e6fe20a
RFT 06-035 - EWS,Engineering and Research and Technology Based Services,The Defence Materiel Organisation (DMO) invites suitably qualified and experienced companies to submit a tender in response to RFT 06/035 (EWS) for Joint Project 2030 Phase 8 (JP2030PH8) - Joint Command Support Environment (JCSE).,Joint Project 2030 Phase 8,6162aa1fe1b7f5c73e6fe20b
039/06,Disease prevention and control,"A Managing Contractor is sought to establish and manage the HAARP Regional Technical and Coordination Unit (RTCU), which will be the central coordinating and managing body of the Program.",HIV/AIDS Asia Regional Program (HAARP) - Regional Technical Coordination Unit,6162aa1fe1b7f5c73e6fe20c
053/0607DEH,Environmental Services,The Australian Government Department of the Environment and Heritage invites tenders from suitably qualified persons or organisations to undertake a study that will provide a range of options and costings to assist in the possible development of an environmental sample bank and system of reference sites in Australia for monitoring the environmental fate of chemicals in Australia. ,Costing study for the development of an environmental sample bank in Australia,6162aa1fe1b7f5c73e6fe20d
