Tag,division,weight
environmental change,ENVIRONMENTAL,0.333333333
environmental change,EARTH,0.333333333
environmental change,BIOLOGICAL,0.333333333
ethnography,HISTORY AND ARCHAEOLOGY,0.5
ethnography,STUDIES IN HUMAN SOCIETY,0.5
evaluation,OTHERS(IRRELEVANT),1
exercise,EDUCATION,1
exercise equipment,MEDICAL AND HEALTH,1
experiment,OTHERS(RELEVANT),1
expertise,OTHERS(IRRELEVANT),1
fairness,LAW AND LEGAL STUDIES,1
finance,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
financial performance,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
food,ENGINEERING,0.5
food,TECHNOLOGY,0.5
funding,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
gender,BIOLOGICAL,0.5
gender,STUDIES IN HUMAN SOCIETY,0.5
genes,TECHNOLOGY,0.5
genes,BIOLOGICAL,0.5
genetic variation,BIOLOGICAL,1
geographic information systems,EARTH,0.5
geographic information systems,INFORMATION AND COMPUTING,0.5
geography,EARTH,1
gold,OTHERS(RELEVANT),1
governance,OTHERS(RELEVANT),1
groundwater,EARTH,1
health behavior,MEDICAL AND HEALTH,0.5
health behavior,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
health care,MEDICAL AND HEALTH,0.5
health care,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
health promotion,MEDICAL AND HEALTH,0.5
health promotion,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
health services,MEDICAL AND HEALTH,0.5
health services,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
heart rate,MEDICAL AND HEALTH,0.5
heart rate,BIOLOGICAL,0.5
honey,ENGINEERING,0.5
honey,AGRICULTURAL AND VETERINARY,0.5
household,OTHERS(IRRELEVANT),1
human rights,STUDIES IN HUMAN SOCIETY,1
ice,EARTH,0.5
ice,BIOLOGICAL,0.5
ideology,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
ideology,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
ideology,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
information systems,INFORMATION AND COMPUTING,1
intellectual disability,MEDICAL AND HEALTH,1
intelligence,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
intelligence,INFORMATION AND COMPUTING,0.333333333
intelligence,BIOLOGICAL,0.333333333
interaction,OTHERS(RELEVANT),1
invertebrates,BIOLOGICAL,1
journalism,STUDIES IN CREATIVE ARTS AND WRITING,0.5
journalism,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
jurisdiction,LAW AND LEGAL STUDIES,1
jurisprudence,STUDIES IN HUMAN SOCIETY,0.5
jurisprudence,LAW AND LEGAL STUDIES,0.5
law enforcement,LAW AND LEGAL STUDIES,0.5
law enforcement,STUDIES IN HUMAN SOCIETY,0.5
legislation,LAW AND LEGAL STUDIES,1
linguistics,"LANGUAGE, COMMUNICATION AND CULTURE",1
literacy,OTHERS(IRRELEVANT),1
literature review,OTHERS(IRRELEVANT),1
low income,STUDIES IN HUMAN SOCIETY,0.5
low income,ECONOMICS,0.5
mammals,BIOLOGICAL,1
managers,OTHERS(IRRELEVANT),1
manipulation,OTHERS(IRRELEVANT),1
mathematics,MATHEMATICAL,1
medicine,MEDICAL AND HEALTH,1
mental health,MEDICAL AND HEALTH,0.5
mental health,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
mentoring,EDUCATION,1
meta-analysis,INFORMATION AND COMPUTING,1
military personnel,OTHERS(RELEVANT),1
mitigation,LAW AND LEGAL STUDIES,1
modeling,OTHERS(RELEVANT),1
monitoring,OTHERS(RELEVANT),1
multimedia,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
multimedia,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
multimedia,INFORMATION AND COMPUTING,0.333333333
music,STUDIES IN CREATIVE ARTS AND WRITING,1
neoplasms,MEDICAL AND HEALTH,0.5
neoplasms,BIOLOGICAL,0.5
networking,TECHNOLOGY,1
nursing,MEDICAL AND HEALTH,1
obesity,MEDICAL AND HEALTH,1
occupational stress,PSYCHOLOGY AND COGNITIVE SCIENCES,1
occupational therapy,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
occupational therapy,MEDICAL AND HEALTH,0.5
ontology,INFORMATION AND COMPUTING,1
paradigm shift,OTHERS(RELEVANT),1
peace,STUDIES IN HUMAN SOCIETY,1
performance,OTHERS(IRRELEVANT),1
photography,STUDIES IN CREATIVE ARTS AND WRITING,1
phylogeny,BIOLOGICAL,1
physical therapy,MEDICAL AND HEALTH,1
poetry,STUDIES IN CREATIVE ARTS AND WRITING,0.5
poetry,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
population genetics,BIOLOGICAL,1
pregnancy,MEDICAL AND HEALTH,0.333333333
pregnancy,BIOLOGICAL,0.333333333
pregnancy,STUDIES IN HUMAN SOCIETY,0.333333333
productivity,OTHERS(IRRELEVANT),1
psychology,PSYCHOLOGY AND COGNITIVE SCIENCES,1
public policy,STUDIES IN HUMAN SOCIETY,1
public sector,STUDIES IN HUMAN SOCIETY,1
public space,STUDIES IN HUMAN SOCIETY,1
qualification,OTHERS(IRRELEVANT),1
qualitative research,OTHERS(RELEVANT),1
quality control,OTHERS(RELEVANT),1
quality of life,STUDIES IN HUMAN SOCIETY,1
reflexivity,MATHEMATICAL,1
rehabilitation,MEDICAL AND HEALTH,1
research practice,OTHERS(IRRELEVANT),1
resilience,MEDICAL AND HEALTH,0.333333333
resilience,PHYSICAL,0.333333333
resilience,BIOLOGICAL,0.333333333
restoration,BUILT ENVIRONMENT AND DESIGN,1
roads,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
safety,OTHERS(RELEVANT),1
sampling,OTHERS(RELEVANT),1
sanitation,MEDICAL AND HEALTH,1
sea level,EARTH,1
search engine,INFORMATION AND COMPUTING,1
sediments,EARTH,1
semantics,"LANGUAGE, COMMUNICATION AND CULTURE",1
sex chromosomes,MEDICAL AND HEALTH,0.5
sex chromosomes,BIOLOGICAL,0.5
simulation,INFORMATION AND COMPUTING,0.333333333
simulation,ENGINEERING,0.333333333
simulation,TECHNOLOGY,0.333333333
snow,EARTH,1
social change,STUDIES IN HUMAN SOCIETY,0.5
social change,HISTORY AND ARCHAEOLOGY,0.5
sociology,STUDIES IN HUMAN SOCIETY,1
software,INFORMATION AND COMPUTING,1
song,STUDIES IN CREATIVE ARTS AND WRITING,1
spatial distribution,OTHERS(RELEVANT),1
students,EDUCATION,1
surveillance,OTHERS(RELEVANT),1
sustainability,STUDIES IN HUMAN SOCIETY,0.5
sustainability,ECONOMICS,0.5
sustainable development,ENVIRONMENTAL,1
terrorism,STUDIES IN HUMAN SOCIETY,1
therapy,MEDICAL AND HEALTH,1
threat,OTHERS(RELEVANT),1
tourism,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
traffic,OTHERS(IRRELEVANT),1
trajectories,ENGINEERING,0.5
trajectories,TECHNOLOGY,0.5
travel behavior,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
uncertainty,OTHERS(IRRELEVANT),1
urban design,ENGINEERING,1
urbanization,ECONOMICS,0.333333333
urbanization,STUDIES IN HUMAN SOCIETY,0.333333333
urbanization,HISTORY AND ARCHAEOLOGY,0.333333333
vegetables,AGRICULTURAL AND VETERINARY,1
vertebrates,BIOLOGICAL,1
violence,STUDIES IN HUMAN SOCIETY,0.333333333
violence,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
violence,LAW AND LEGAL STUDIES,0.333333333
virtual reality,INFORMATION AND COMPUTING,1
visualization,OTHERS(RELEVANT),1
vulnerability,MEDICAL AND HEALTH,1
walking,OTHERS(IRRELEVANT),1
well-being,STUDIES IN HUMAN SOCIETY,1
wetlands,EARTH,1
workplace,STUDIES IN HUMAN SOCIETY,1
