,ATM ID,Agency,Category,Close Date & Time,Description,Title,_id,ID,isRelated
12203,RFT 2009/1109515,Department of Defence - DSRG,Engineering and Research and Technology Based Services,29-Sep-09 5:00 pm,"Command, Control, Communications and Intelligence Division (C3ID), Defence Science and Technology Organisation (DSTO) at Edinburgh, South Australia, has a requirement for the provision of engineering support.",Provision of Engineering Support Minisec3,6159c38f9107b6df81b1664d,81000000.0,1.0
12242,0910/019,National Film and Sound Archive of Australia,Engineering and Research and Technology Based Services,06-Oct-09 2:30 pm,The National Film and Sound Archive (NFSA) is seeking to engage the services of a suitably qualified company to undertake supplying the NFSA’s online publishing and website development requirements.,Website Content Publishing System and Development Services,6159c38f9107b6df81b16674,81000000.0,1.0
12263,RFT 041-2009,Australian Taxation Office,Engineering and Research and Technology Based Services,08-Oct-09 2:00 pm,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Tax Office is seeking two (2) Specified Personnel who will be engaged to provide technical support for SAP versions ECC6.0 and SAP BI 7.0 and to undertake project work.The Specified Personnel will be engaged to perform the services in the Tax Office’s Canberra location and require a Highly Protected Security Clearance. ",SAP Developer,6159c38f9107b6df81b16689,81000000.0,1.0
12275,AFMA 2010-1,Australian Fisheries Management Authority,Fishery research or experimentation services,09-Oct-09 5:00 pm,Improving the economic efficiency of the Southern Squid Jig Fishery,Call for research proposal,6159c38f9107b6df81b16695,70101602.0,1.0
12291,2009/1100454,Department of Defence - DSRG,Engineering and Research and Technology Based Services,13-Oct-09 4:30 pm,Software Engineering Support for Shapes Vector Network Management Activities.,Software Engineering Support,6159c38f9107b6df81b166a5,81000000.0,1.0
12299,EOI TGA 07/0910,Therapeutic Goods Administration,Medical science and research,14-Oct-09 2:00 pm,Expertise and services for assessment of technical information.,Request for expression of interest for the provision of expertise and services for assessment of technical information and/or performance evaluation of IVD's on a fee for service basis,6159c38f9107b6df81b166ad,85131700.0,1.0
12333,AGD 09/2407,Attorney-General's Department,Engineering and Research and Technology Based Services,19-Oct-09 2:00 pm,"The Commonwealth of Australia represented by the Attorney-General's Department is requesting Expressions of Interest from organisations with the capability to conduct modelling and/ or analysis of Australia’s infrastructure, networks and systems as part of the Critical Infrastructure Protection Modelling and Analysis (CIPMA) Program. The Department is looking to establish a Panel of specialist organisations to provide services to the CIPMA Program as needed.","Request for Expression of Interest to Establish a Panel of Specialists in Infrastructure, Networks and Systems Modelling and/or Analysis",6159c38f9107b6df81b166cf,81000000.0,1.0
12351,2009/1121502,Department of Defence - DSRG,Engineering and Research and Technology Based Services,20-Oct-09 4:30 pm,Provision of Industrial Design Services. ,SIATM Industrial Design Services,6159c38f9107b6df81b166e1,81000000.0,1.0
12387,RFT 043-2009,Australian Taxation Office,Engineering and Research and Technology Based Services,27-Oct-09 2:00 pm,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Tax Office's Enterprise Applications Team requires the services of a highly experienced and qualified Mainframe Technical Specialists to provide detailed technical support to the ATO Mainframe developer base for existing Tax Office’s applications and the Change Program. ",Mainframe Technical Specialist,6159c38f9107b6df81b16705,81000000.0,1.0
12388,RFT 042-2009,Australian Taxation Office,Engineering and Research and Technology Based Services,27-Oct-09 2:00 pm,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel to work at the Tax Office's premises within a team known as ICT to perform ICT Services.  The Tax Office is seeking the services of Mainframe Developers (Specified Personnel) who will work in teams within the Enterprise Applications Branch of the ICT Business Line. The Specified Personnel will work in the Tax Office developing and supporting functionality for critical Tax Office Production systems. These existing positions are based in Canberra and require a Highly Protected security clearance, or the ability to acquire this clearance. ",Mainframe Developers,6159c38f9107b6df81b16706,81000000.0,1.0
12429,0910-0609,Department of the Environment Water Heritage and the Arts,Engineering and Research and Technology Based Services,05-Nov-09 4:00 pm,"The Department of the Environment, Water, Heritage and the Arts requires MySource Matrix Content Management System Support, Development and Training Services  to support the delivery of the Living Greener Web Portal.","Mysource Matrix Content Management System - Support, Development and Training",6159c38f9107b6df81b1672f,81000000.0,1.0
12464,RFT 044-2009,Australian Taxation Office,Engineering and Research and Technology Based Services,12-Nov-09 2:00 pm,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's Canberra premises. Standard Business Reporting (SBR) is a Treasury led multi-agency initiative that aims to reduce the reporting burden on Australian businesses.The Tax Office SBR project has merged both the Business Solutions (BSol) and Office of the Chief Knowledge (OCKO) sections of the Tax Office for this project to gain economies of scale, skills transfer and increase succession and contingency planning. To ensure the timely delivery of the project there is a requirement for a number of Specified Personnel to perform the role of Business Analyst/Data Modellers. The positions are located in Canberra to deliver the Tax Office agency contribution to the SBR program and require a Highly Protected Security Clearance.",Business Analyst / Data Modeller,6159c38f9107b6df81b16752,81000000.0,1.0
12555,AFMA 2010-2,Australian Fisheries Management Authority,Fishery research or experimentation services,27-Nov-09 5:00 pm,Commonwealth Fisheries Research Opportunities for projects starting in the 2010-11 financial year,Commonwealth Fisheries Research Opportunities,6159c38f9107b6df81b167ad,70101602.0,1.0
12577,RFT 046-2009,Australian Taxation Office,Engineering and Research and Technology Based Services,01-Dec-09 2:00 pm,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Australian Valuations Office (AVO) to perform ICT Services.  The Australian Valuation Office (AVO) IT Service Desk has been established, to provide first and second level support to internal AVO staff located around Australia.The AVO has a requirement for two (2) IT Help desk operators in their Canberra Office.This position is a security assessed position and the successful applicant will be required to possess a highly protected security clearance or have the ability to obtain the clearance.",IT Helpdesk Operator,6159c38f9107b6df81b167c3,81000000.0,1.0
